modulo;arquivo_origem;data_extracao;id_compra;id_compra_item;numero_item;tipo_material_servico;codigo_item_catalogo;descricao_simples;descricao_detalhada;quantidade;unidade_medida;valor_estimado_item;valor_homologado_item;valor_unitario_resultado;valor_total_resultado;menor_lance;valor_negociado;situacao_item;tem_resultado;fornecedor_vencedor_cnpj;fornecedor_vencedor_nome;beneficio;criterio_julgamento;decreto7174;sustentavel;data_encerramento;data_adjudicacao;data_homologacao;data_resultado;data_inclusao_pncp;data_atualizacao_pncp;data_alteracao
LEGADO;itens_15813201000012018_E2_p1.json;2026-03-24 07:56:37;15813201000012018;1581320100001201800001;00001;Serviço;;SERIGRAFIA ( SILKSCREEN ) - CURSO / IMPRESSAO;Impressão monocromática apenas frente de Cartão Resposta (gabarito) folha A4, sulfite branco, gramatura 90;18175;Folhas;2905,12;;;;;;Pendente/outro;;08726196000108;RPR CRIACOES GRAFICAS EIRELI -;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813201000012019_E2_p1.json;2026-03-24 07:56:38;15813201000012019;1581320100001201900001;00001;Serviço;;ELABORACAO / ANALISE PROJETO - ENGENHARIA;Elaboração de Projeto de Fundação (bloco didático térreo 2.016,76 m² e superio r 1.170,09 m², bloco refeitório 456,86 m² e quadra poliesportiva 785,00m²);1;Unidade;10665,91;;;;;;Pendente/outro;;32419175000124;STEELENGE CONSTRUCOES -ESPECIALIZADAS E FACILITIES EIREL;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813201000012019_E2_p1.json;2026-03-24 07:56:38;15813201000012019;1581320100001201900003;00003;Serviço;;ELABORACAO / ANALISE PROJETO - ENGENHARIA;"Elaboração de Projeto de Estrutura Metálica das Coberturas (bloco didático e r efeitório total de 2515,85m);";1;Unidade;10012,77;;;;;;Pendente/outro;;32419175000124;STEELENGE CONSTRUCOES -ESPECIALIZADAS E FACILITIES EIREL;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813201000012019_E2_p1.json;2026-03-24 07:56:38;15813201000012019;1581320100001201900002;00002;Serviço;;ELABORACAO / ANALISE PROJETO - ENGENHARIA;"Elaboração Projeto de Estrutura de Concreto Armado (bloco didático térreo 2.01 6,76 m² e superior 1.170,09 m², bloco refeitório 456,86 m²) ; Inclusive orçame nto dos serviços";1;Unidade;25809,45;;;;;;Pendente/outro;;32419175000124;STEELENGE CONSTRUCOES -ESPECIALIZADAS E FACILITIES EIREL;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813201000022019_E2_p1.json;2026-03-24 07:56:40;15813201000022019;1581320100002201900002;00002;Material;;IMPRESSO PADRONIZADO, MATERIAL PAPEL COUCHÊ TIPO PANFLETO GRAMATURA 90 G/M2 COMPRIMENTO 14 CM LARGURA 10 CM COR 4/4 APLICAÇÃO 1 MATERIAL GRÁFICO PARA DIVULGAÇÃO;IMPRESSO PADRONIZADO, MATERIAL PAPEL COUCHÊ TIPO PANFLETO GRAMATURA 90 G/M2 COMPRIMENTO 14 CM LARGURA 10 CM COR 4/4 APLICAÇÃO 1 MATERIAL GRÁFICO PARA DIVULGAÇÃO;79520;Unidade;15904,00;;;;;;Pendente/outro;;08726196000108;RPR CRIACOES GRAFICAS EIRELI -;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;;;;;;;28/05/2025
LEGADO;itens_15813201000022019_E2_p1.json;2026-03-24 07:56:40;15813201000022019;1581320100002201900001;00001;Material;;IMPRESSO PADRONIZADO, MATERIAL PAPEL COUCHÊ TIPO PANFLETO GRAMATURA 90 G/M2 COMPRIMENTO 14 CM LARGURA 10 CM COR 4/4 APLICAÇÃO 1 MATERIAL GRÁFICO PARA DIVULGAÇÃO;IMPRESSO PADRONIZADO, MATERIAL PAPEL COUCHÊ TIPO PANFLETO GRAMATURA 90 G/M2 COMPRIMENTO 14 CM LARGURA 10 CM COR 4/4 APLICAÇÃO 1 MATERIAL GRÁFICO PARA DIVULGAÇÃO;4970;Unidade;994,00;;;;;;Pendente/outro;;08726196000108;RPR CRIACOES GRAFICAS EIRELI -;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;;;;;;;28/05/2025
LEGADO;itens_15813202000012019_E2_p1.json;2026-03-24 07:56:39;15813202000012019;1581320200001201900001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );CONTRATAçãO DE EMPRESA ESPECIALIZADA PARA A EXECUçãO DA COBERTURA DA áREA DE C onvivência entre os Blocos A e B do Campus Dourados, localizado na Rua Filint o Müller, nº 1.790, Bairro Jardim Canaã I, CEP: 79.833-520, Dourados/MS, media nte o regime empreitada por preço unitário, conforme especificações constantes no Projeto BásicoANEXO II;1;Unidade;482475,80;;;;;;Pendente/outro;;14416381000107;B & G CONSTRUCOES EIRELI -;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813202000012020_E2_p1.json;2026-03-24 07:56:41;15813202000012020;1581320200001202000001;00001;Serviço;;CONSTRUCAO / MANUTENCAO / REFORMA - TELHADO;Serviço de Obra de Engenharia para execução de obra de reforma do telhado com substituição completa do telhamento e da estrutura e reparo em estrutura de concreto no prédio da Reitoria do IFMS, localizado na Rua Ceará 9 72 Bairro Santa Fé, Campo Grande MS, mediante o regime empreitada por preço unitário, conforme especificações constantes no Projeto Básico ANEXO II;1;Unidade;626262,59;;;;;;Pendente/outro;;28686423000126;LACO SERVICOS PREDIAIS -ESPECIALIZADOS eireli;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813202000022019_E2_p1.json;2026-03-24 07:56:43;15813202000022019;1581320200002201900001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );contratação de empresa especializada para execução de obra de construção de um a quadra poliesportiva coberta no do Campus Campo Grande do IFMS, localizado n a Rua Taquari, nº 831, Bairro Santo Antônio, CEP 79100-510, Campo GrandeMS;1;Unidade;1019790,10;;;;;;Pendente/outro;;14416381000107;B & G CONSTRUCOES EIRELI -;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813202000022021_E2_p1.json;2026-03-24 07:56:44;15813202000022021;1581320200002202100001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );Contratação de empresa especializada para construção de quadra poliesportiva c oberta com vestuário e urbanização, incluindo o fornecimento de todos os mater iais, equipamentos e mão de obra necessária à execução dos serviços, no Instit uto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS)C ampus Jardim, situado na BR 060 S/N Saída P, CEP 79240-000, na cidade de Jardi m, no estado de Mato Grosso do Sul, conforme condições, quantidades e exigênci as estabelecidas em Edital e seus anexos;1;Unidade;1646337,71;;;;;;Pendente/outro;;19740543000173;CONSTRUVIAS SERVICOS DE CONSTRUCAOCIVIL E PAVIMENTACAO;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813202000032019_E2_p1.json;2026-03-24 07:56:45;15813202000032019;1581320200003201900001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );Construção de uma quadra poliesportiva coberta com vestiário no Campus Corumbá do IFMS, localizado na Rua Pedro de Medeiros, s/nº, Bairro Popular Velha, Cor umbá/MS;1;Unidade;929848,45;;;;;;Pendente/outro;;18036465000168;LINKMAIS TECNOLOGIA E CONSTRUCAO -EIRELI;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813202000032021_E2_p1.json;2026-03-24 07:56:46;15813202000032021;1581320200003202100001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );Contratação de empresa para construção do Bloco de Laboratórios de Edificações no Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS)Campus Jardim, situado na BR 060 S/N Saída P, CEP 79240-000, na cidad e de Jardim, no estado de Mato Grosso do Sul, conforme condições, quantidades e exigências estabelecidas em Edital e seus anexos.;1;Unidade;489491,73;;;;;;Pendente/outro;;02401411000114;L.F. PRESTADORA DE SERVICOS EIRELI;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813202000042019_E2_p1.json;2026-03-24 07:56:47;15813202000042019;1581320200004201900001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );Contratação de empresa especializada para a execução de obra de engenharia par a construção de barracão em estrutura pré-fabricada, com fechamento em alvenar ia e aço, no Campus Coxim, localizado na Rua Salime Tanure, s/n, Bairro Santa Tereza, CEP: 79.400-000, na cidade de Coxim/MS;1;Unidade;546046,84;;;;;;Pendente/outro;;22354902000169;GARCIA E TEIXEIRA CONSTRUCOES E -SERVICOS LTDA;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000012016_E2_p1.json;2026-03-24 07:56:48;15813203000012016;1581320300001201600001;00001;Serviço;;CONCESSAO USO - AREA / IMOVEL PUBLICO;Concessão administrativa de uso, a título oneroso, de uma área localizada no I nstituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do SulIFM S, campus Dourados, à empresa especializada na exploração de serviços de canti na/lanchonete cujo critério de julgamento será o de menor preço do grupo const ante no apêndice A;1;Concessão;0,00;;;;;;Pendente/outro;;;;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000012017_E2_p1.json;2026-03-24 07:56:48;15813203000012017;1581320300001201700001;00001;Serviço;;OBRAS CIVIS DE ESTRUTURAS METALICAS;Execução da cobertura da quadra poliesportiva do Campus Campo Grande, localiza do na Rua Taquari, nº 831, Bairro Santo Antônio, CEP 79100-510, Campo Grande MS, mediante o regime empreitada por preço unitário, conforme projetos e dema is anexos ao edital.;1;Obra;637421,16;;;;;;Pendente/outro;;15587547000102;A.M.S.C. CONSTRUCAO CIVIL LTDA - -ME;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000012018_E2_p1.json;2026-03-24 07:56:49;15813203000012018;1581320300001201800001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );Contratação de empresa para realizar o serviço de cobertura da quadra poliespo rtiva do Campus Aquidauana do IFMS;1;Obra;760645,34;;;;;;Pendente/outro;;26262900000109;ANSU LOCACOES LTDA -;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000022016_E2_p1.json;2026-03-24 07:56:51;15813203000022016;1581320300002201600001;00001;Serviço;;CONCESSAO USO - AREA / IMOVEL PUBLICO;Concessão de Espaço Físico (Bem Público) para fins Comerciais (cantina/lanchon ete/restaurante), a título gratuito, em área do Prédio provisório do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul ? IFMS ? Camp us Naviraí, destinado a venda lanches/refeições/alimentos constantes no apêndi ce A do edital, cujo critério de julgamento será o de menor preço do grupo con stante no referido apêndice.;1;Unidade;0,00;;;;;;Pendente/outro;;;;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000022017_E2_p1.json;2026-03-24 07:56:51;15813203000022017;1581320300002201700001;00001;Serviço;;OBRAS CIVIS DE ESTRUTURAS METALICAS;Execução da obra de cobertura da área de convivência entre os Blocos A, B, C e D do Campus Campo Grande, localizado na Rua Taquari, nº 831, Bairro Santo Ant ônio, CEP 79100-510, Campo GrandeMS, conforme especificações constantes no Projeto BásicoANEXO II.;1;Obra;333223,94;;;;;;Pendente/outro;;20348723000193;CONSTRUTORA URBRASILIA EIRELI - ME;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000022018_E2_p1.json;2026-03-24 07:56:52;15813203000022018;1581320300002201800001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );CONSTRUçãO DE UM BARRACãO EM ESTRUTURA PRé-FABRICADA COM FECHAMENTO EM ALVENAR ia e aço, para uso do campus do Instituto Federal de Mato Grosso do SulIFMS , localizado na rodovia BR463, km 14, s/n Sanga Puitã, Ponta Porã MS, 7990 9-000. Conforme Edital e seus Anexos.;1;Obra;481353,74;;;;;;Pendente/outro;;14416381000107;B & G CONSTRUCOES EIRELI -;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000032017_E2_p1.json;2026-03-24 07:57:10;15813203000032017;1581320300003201700001;00001;Serviço;;OBRAS CIVIS DE ESTRUTURAS METALICAS;Execução da cobertura da quadra poliesportiva do Campus Coxim, localizado na R ua Salime Tanure, s/n, Bairro Santa Tereza, CEP 79400-000, CoximMS, mediant e o regime empreitada por preço unitário, conforme especificações constantes n o Projeto BásicoANEXO II e planilhas de formação de preços, que são parte i ntegrante do Edital.;1;Obra;648052,26;;;;;;Pendente/outro;;15587547000102;A.M.S.C. CONSTRUCAO CIVIL LTDA - -ME;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000032018_E2_p1.json;2026-03-24 07:57:10;15813203000032018;1581320300003201800001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );Contratação de empresa especializada para a execução da reforma e adequação de casas em laboratórios no Campus Nova Andradina, a ser construído no endereço Rod. MS 473, km 23, s/n, Fazenda Santa Bárbara CEP 79750-000 | Nova Andradin a, MS, mediante o regime empreitada por preço unitário;1;Obra;1217798,29;;;;;;Pendente/outro;;26764718000148;MS ENGENHARIA CONSULTIVA LTDA -;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000042018_E2_p1.json;2026-03-24 07:57:11;15813203000042018;1581320300004201800001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );contratação de empresa especializada para a execução da cobertura da área de c onvivência entre os Blocos A e B do Campus Dourados, localizado na Rua Filinto Müller, nº 1.790, Bairro Jardim Canaã I, CEP: 79.833-520, Dourados/MS, median te o regime empreitada por preço unitário, conforme especificações constantes no Projeto BásicoANEXO II, que é parte integrante do Edital desta licitaçã o.;1;Obra;0,00;;;;;;Pendente/outro;;;;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEGADO;itens_15813203000052018_E2_p1.json;2026-03-24 07:57:11;15813203000052018;1581320300005201800001;00001;Serviço;;OBRAS CIVIS PUBLICAS ( CONSTRUCAO );Contratação de empresa especializada para a execução da cobertura da quadra po liesportiva do Campus Dourados, localizado na Rua Filinto Müller, nº 1.790, Ba irro Jardim Canaã I, CEP: 79.833-520, Dourados/MS, mediante o regime empreitad a por preço unitário;1;Construçao;949614,69;;;;;;Pendente/outro;;17485641000186;LT CONSTRUCOES E COMERCIO LTDA -;Nao possui tratamento diferenciado para ME/EPP/COOPERATIVA;;Não;;;;;;;;08/04/2024
LEI14133;itens_15813203900012024_pncp_p1.json;2026-03-26 08:33:11;15813203900012024;1581320390001202400001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Construção de uma quadra poliesportiva coberta com arquibancada Padrão FNDE no IFMS - Campus Ponta Porã, nas condições estabelecidas no Termo de Referência.;1.0;Unidade;2087566,36;1669844,33;1669844,33;1669844,33;;;Homologado;Sim;41104031000170;PATTARO & NASCIMENTO EMPREENDIMENTOS LTDA.;Não se aplica;Maior desconto;;;;;;26/09/2024;08/08/2024;26/09/2024;
LEI14133;itens_15813203900302025_pncp_p1.json;2026-03-26 08:33:11;15813203900302025;1581320390030202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Obras Civis de Edificação Prediais;1.0;Unidade;3082059,95;2400924,70;2400924,70;2400924,70;;;Homologado;Sim;41314186000130;DOMINE ENGENHARIA E SERVICOS LTDA;Não se aplica;Maior desconto;;;;;;25/02/2025;16/01/2025;25/02/2025;
LEI14133;itens_15813203900432026_pncp_p1.json;2026-03-26 08:33:10;15813203900432026;1581320390043202600001;00001;Serviço;;Obras Civis de Edificação Prediais;Obras Civis de Edificação Prediais;1.0;Unidade;31551783,88;;;;;;Em andamento;;;;Não se aplica;Menor preço;;;;;;;21/01/2026;23/03/2026;
LEI14133;itens_15813203900852025_pncp_p1.json;2026-03-26 08:33:12;15813203900852025;1581320390085202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Contratação de empresa especializada na execução de obra de engenharia para construção de Refeitório com cozinha, destinado ao preparo e à oferta de alimentação escolar aos estudantes do IFMS Campus Corumbá.;1.0;Unidade;2413544,85;2193912,27;2193912,27;2193912,27;;;Homologado;Sim;41314186000130;DOMINE ENGENHARIA E SERVICOS LTDA;Não se aplica;Maior desconto;;;;;;10/06/2025;14/04/2025;16/09/2025;
LEI14133;itens_15813203901262025_pncp_p1.json;2026-03-26 08:33:12;15813203901262025;1581320390126202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;FOGUETA, NOME: FOGUETA;1.0;Unidade;33781584,29;;;;;;Anulado/revogado/cancelado;;;;Não se aplica;Maior desconto;;;;;;;28/03/2025;17/09/2025;
LEI14133;itens_15813203901302025_pncp_p1.json;2026-03-26 08:33:13;15813203901302025;1581320390130202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Contratação de empresa para obra de construção de um Refeitório com cozinha, destinado ao preparo e a oferta de merenda quente aos estudantes do IFMS Campus Ponta Porã.;1.0;Unidade;2824002,46;2225313,94;2225313,94;2225313,94;;;Homologado;Sim;14380718000165;CONSTRUTORA E-CIVIL LTDA;Não se aplica;Maior desconto;;;;;;04/04/2025;18/02/2025;04/04/2025;
LEI14133;itens_15813203901562025_pncp_p1.json;2026-03-26 08:33:13;15813203901562025;1581320390156202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Contratação de empresa para obra de construção de Refeitório com cozinha, destinado ao preparo e a oferta de merenda quente aos estudantes do Campus Jardim do IFMS.;1.0;Unidade;1783034,13;1453172,82;1453172,82;1453172,82;;;Homologado;Sim;29366464000106;ANGICO CONSTRUTORA E PRESTADORA DE SERVICOS LTDA;Não se aplica;Maior desconto;;;;;;01/08/2025;30/04/2025;01/08/2025;
LEI14133;itens_15813203901602025_pncp_p1.json;2026-03-26 08:33:13;15813203901602025;1581320390160202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Contratação de empresa para obra de construção de Refeitório com cozinha, destinado ao preparo e a oferta de merenda quente aos estudantes do Campus Dourados do IFMS, em área de 526,62 m².;1.0;Unidade;2497374,43;1903498,79;1903498,79;1903498,79;;;Homologado;Sim;50390961000128;HOCH ENGENHARIA LTDA;Não se aplica;Maior desconto;;;;;;23/06/2025;25/04/2025;16/09/2025;
LEI14133;itens_15813203901642025_pncp_p1.json;2026-03-26 08:33:14;15813203901642025;1581320390164202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Contratação de empresa especializada para construção de obra (refeitório) para o campus Três Lagoas;1.0;Unidade;2524110,18;2048063,00;2048063,00;2048063,00;;;Homologado;Sim;47297949000169;M E ENGENHARIA LTDA;Não se aplica;Maior desconto;;;;;;01/08/2025;01/07/2025;16/09/2025;
LEI14133;itens_15813203901662025_pncp_p1.json;2026-03-26 08:33:14;15813203901662025;1581320390166202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Contratação de empresa para obra de construção de Refeitório, destinado a oferta de merenda quente aos estudantes do Campus Coxim do IFMS.;1.0;Unidade;2792651,71;2178268,33;2178268,33;2178268,33;;;Homologado;Sim;47297949000169;M E ENGENHARIA LTDA;Não se aplica;Maior desconto;;;;;;04/09/2025;09/06/2025;04/09/2025;
LEI14133;itens_15813203901672025_pncp_p1.json;2026-03-26 08:33:15;15813203901672025;1581320390167202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Obras Civis de Edificação Prediais;1.0;Unidade;2496579,19;2023477,43;2023477,43;2023477,43;;;Homologado;Sim;34807986000128;TCA ARQUITETURA E CONSULTORIA LTDA;Não se aplica;Maior desconto;;;;;;08/07/2025;22/05/2025;16/09/2025;
LEI14133;itens_15813203901802025_pncp_p1.json;2026-03-26 08:33:15;15813203901802025;1581320390180202500001;00001;Serviço;1619;Obras Civis de Edificação Prediais;FOGUETA, NOME: FOGUETA;1.0;Unidade;31432451,05;;;;;;Em andamento;;;;Não se aplica;Maior desconto;;;;;;;28/03/2025;28/03/2025;
LEI14133;itens_15813203902182024_pncp_p1.json;2026-03-26 08:33:16;15813203902182024;1581320390218202400001;00001;Serviço;1619;Obras Civis de Edificação Prediais;Contratação de empresa para execução da obra de construção de galpão para abrigar laboratório para os cursos de Mecânica do Campus Campo Grande - IFMS.;1.0;Unidade;1462702,42;1411507,84;1411507,84;1411507,84;;;Homologado;Sim;41314186000130;DOMINE ENGENHARIA E SERVICOS LTDA;Não se aplica;Maior desconto;;;;;;17/12/2024;06/11/2024;17/12/2024;
LEI14133;itens_15813203902822026_pncp_p1.json;2026-03-26 08:33:16;15813203902822026;1581320390282202600001;00001;Serviço;;Obras Civis de Edificação Prediais;Obras Civis de Edificação Prediais;1.0;Unidade;2531251,14;;;;;;Anulado/revogado/cancelado;;;;Não se aplica;Menor preço;;;;;;;27/01/2026;18/03/2026;
LEI14133;itens_15813203903132024_pncp_p1.json;2026-03-26 08:33:17;15813203903132024;1581320390313202400001;00001;Serviço;1619;Obras Civis de Edificação Prediais;FOGUETA, NOME: FOGUETA;1.0;Unidade;3207806,94;;;;;;Anulado/revogado/cancelado;;;;Não se aplica;Maior desconto;;;;;;;10/12/2024;02/04/2025;
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600092;00092;Material;;MACA DE RESGATE, MATERIAL MADEIRA COMPENSADA TIPO PRANCHA TAMANHO ADULTO LARGURA CERCA DE 0,60 M FORMATO FORMATO ANATÔMICO COMPONENTES ATÉ 5 CINTOS DE SEGURANÇA;MACA DE RESGATE, MATERIAL MADEIRA COMPENSADA, TIPO PRANCHA, TAMANHO ADULTO, LARGURA CERCA DE 0,60 M, FORMATO FORMATO ANATÔMICO, COMPONENTES ATÉ 5 CINTOS DE SEGURANÇA;7;Unidade;0,00;;;;280,00;;Encerrado;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600091;00091;Material;;OXÍMETRO DIGITAL, OXÍMETRO DIGITAL NOME;Oxímetro de pulso digital portátil, faixa de medição de saturação de 0 a 100%, sensibilidade de 1%, display em LCD, Sensor adulto e pediátrico.;9;Unidade;0,00;;;;249,00;;Cancelado no julgamento;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600090;00090;Material;;APARELHO SALVAMENTO, APARELHO DE SALVAMENTO NOME;Colar cervical confeccionado em polietileno de alta densidade revestido com espuma macia tipo EVA, fechado com velcro de 50mm, kit com 5 tamanhos (PP, P, M, G, GG). Com abertura na parte anterior.;9;Kit;0,00;;;;87,00;;Encerrado;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600089;00089;Material;;COLETOR MATERIAL PÉRFURO-CORTANTE, MATERIAL PAPELÃO CAPACIDADE TOTAL 3 L ACESSÓRIOS ALÇAS RÍGIDAS E TAMPA COMPONENTES ADICIONAIS REVESTIMENTO INTERNO EM POLIETILENO ALTA DENSIDADE TIPO USO DESCARTÁVEL;COLETOR MATERIAL PÉRFURO-CORTANTE, MATERIAL PAPELÃO, CAPACIDADE TOTAL 3 L, ACESSÓRIOS ALÇAS RÍGIDAS E TAMPA, COMPONENTES ADICIONAIS REVESTIMENTO INTERNO EM POLIETILENO ALTA DENSIDAD E, TIPO USO DESCARTÁVEL;280;Unidade;0,00;;;;6,00;;Encerrado;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600088;00088;Material;;CLOREXIDINA DIGLUCONATO, DOSAGEM 2% APLICAÇÃO DEGERMANTE;CLOREXIDINA DIGLUCONATO, DOSAGEM 2%, APLICAÇÃO DEGERMANTE;76;Frasco;0,00;;;;;;Cancelado;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600087;00087;Material;;CLOREXIDINA DIGLUCONATO, DOSAGEM 1% APLICAÇÃO SOLUÇÃO TÓPICA;CLOREXIDINA DIGLUCONATO, DOSAGEM 1%, APLICAÇÃO SOLUÇÃO TÓPICA;66;Frasco;0,00;;;;;;Cancelado;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600086;00086;Material;;APARELHO SALVAMENTO, APARELHO DE SALVAMENTO NOME;Seringa 20 ml. Seringa de material polipropileno transparente, estéril, atóxica, com bico que garanta conexões seguras e sem vazamentos, corpo lubrificado, com escala externa gravada, precisa e visível, flange com formato anatômico, êmbolo com ramificações em sua base para facilitar a aplicação sem deslize dos dedos, êmbolo reto não se desprende do cilindro devido ao anel de retenção, siliconado, proporciona deslizamento suave, cilindro transparente e com escala nítida, a escala numerada em traços longos a cada 5ml e a secundária a cada 1ml, feitas com tinta atóxica em azul ou preta. Caixa com 100 unidades.;20;Caixa 100 Unidades;0,00;;;;38,56;;Encerrado;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
LEGADO;itens_15813205000012016_E4_p1.json;2026-03-24 07:57:33;15813205000012016;1581320500001201600085;00085;Material;;COMPRESSA GAZE, MATERIAL TECIDO 100% ALGODÃO TIPO 13 FIOS/CM2 MODELO COR BRANCA,ISENTA DE IMPUREZAS CAMADAS 8 CAMADAS LARGURA 7,50 CM COMPRIMENTO 7,50 CM DOBRAS 5 DOBRAS CARACTERÍSTICAS ADICIONAIS C/ FIO RADIOPACO,ESTÉRIL,DESCARTÁVEL;COMPRESSA GAZE, MATERIAL TECIDO 100% ALGODÃO, TIPO 13 FIOS/CM2, MODELO COR BRANCA,ISENTA DE IMPUREZAS, CAMADAS 8 CAMADAS, LARGURA 7,50 CM, COMPRIMENTO 7,50 CM, DOBRAS 5 DOBRAS, CARACTERÍSTICAS ADICIONAIS C/ FIO RADIOPACO,ESTÉRIL,DESCARTÁVEL;2102;Rolo;0,00;;;;;;Cancelado;;;;Beneficio Tipo I - Participacao Exclusiva de ME/EPP/COOPERATIVA;;Não;Não;31/01/2017;;;;;;08/04/2024
